timestamps population node_ids
410903.1226703914 exc_stim 1809
584253.0412112651 exc_stim 1820
509111.998614984 exc_stim 1827
947497.7275205994 exc_stim 1828
277097.5556649967 exc_stim 1829
456276.25459704467 exc_stim 1837
449085.32007880055 exc_stim 1850
584606.9419154573 exc_stim 1852
863080.8034421573 exc_stim 1856
253935.03949478146 exc_stim 1904
706192.3348486304 exc_stim 1904
933074.5934885921 exc_stim 1911
660524.9763634739 exc_stim 1913
964856.6136553994 exc_stim 1917
362542.4937364775 exc_stim 1937
763517.0512651547 exc_stim 1940
94997.35850959098 exc_stim 1943
38208.97842886143 exc_stim 1956
491899.80094844115 exc_stim 1961
196842.7770374791 exc_stim 1962
389769.5800347356 exc_stim 1985
708624.1236629268 exc_stim 1986
148793.59029839435 exc_stim 1999
736983.4105493532 exc_stim 2007
572359.2574780608 exc_stim 2015
753970.0644954515 exc_stim 2023
143129.93406213977 exc_stim 2027
831627.6566798922 exc_stim 2044
71177.54197327532 exc_stim 2061
725044.585447668 exc_stim 2087
182723.9844110036 exc_stim 2090
164838.5029499834 exc_stim 2093
78921.49046798017 exc_stim 2099
349648.0633218159 exc_stim 2100
9309.009299186628 exc_stim 2101
881932.2406567201 exc_stim 2102
564591.992177222 exc_stim 2106
275255.02097317035 exc_stim 2110
677226.3357380568 exc_stim 2130
778340.8885299817 exc_stim 2138
446633.8682882091 exc_stim 2148
919287.1228088273 exc_stim 2163
407826.6467502015 exc_stim 2169
680925.6336901772 exc_stim 2170
877625.5022018754 exc_stim 2175
269242.73307558044 exc_stim 2190
617006.5752122808 exc_stim 2194
57164.28261262044 exc_stim 2204
820042.6759793839 exc_stim 2215
487098.6966690315 exc_stim 2219
688250.1821305159 exc_stim 2220
90005.90603077247 exc_stim 2229
464123.5532914113 exc_stim 2242
737488.7132527523 exc_stim 2247
883393.0370437286 exc_stim 2253
698324.8856800791 exc_stim 2256
848454.389799294 exc_stim 2261
874166.473517504 exc_stim 2267
653768.3789503282 exc_stim 2290
983304.2918963404 exc_stim 2296
645705.2346568521 exc_stim 2299
883879.3479018124 exc_stim 2315
191146.66148132068 exc_stim 2325
812361.6810759201 exc_stim 2326
499381.2876118574 exc_stim 2329
227068.96647927444 exc_stim 2337
775925.4962855254 exc_stim 2339
892036.611295293 exc_stim 2348
659706.8679085908 exc_stim 2353
271550.59982924897 exc_stim 2354
148357.47770537165 exc_stim 2359
231907.92521131746 exc_stim 2382
547660.1995676208 exc_stim 2402
191673.48672734573 exc_stim 2409
16282.298672587207 exc_stim 2415
275993.8401431845 exc_stim 2420
411781.3122632883 exc_stim 2425
53320.16606252625 exc_stim 2439
917197.5594758006 exc_stim 2446
594990.5774906803 exc_stim 2458
835048.8911236565 exc_stim 2465
200640.1300466793 exc_stim 2468
158799.3151884844 exc_stim 2475
11814.568939632089 exc_stim 2478
489553.7653746709 exc_stim 2481
650856.4791067438 exc_stim 2511
867976.6227215893 exc_stim 2515
493332.2823640666 exc_stim 2516
137315.5131677111 exc_stim 2524
414718.18693958095 exc_stim 2540
555082.5453816967 exc_stim 2548
307342.3121135755 exc_stim 2552
421515.57555695355 exc_stim 2552
852817.0890676829 exc_stim 2558
676475.2354427454 exc_stim 2559
795282.2911755517 exc_stim 2586
669692.5259246953 exc_stim 2602
776733.2035016532 exc_stim 2615
635895.6638120619 exc_stim 2616
723291.2927624882 exc_stim 2619
167930.3515796603 exc_stim 2632
930390.9638849819 exc_stim 2632
946933.0342286581 exc_stim 2634
259346.50477847026 exc_stim 2651
394979.06976037525 exc_stim 2663
600829.8610220223 exc_stim 2691
967061.4542860129 exc_stim 2744
830829.1203239002 exc_stim 2749
201583.1305605609 exc_stim 2750
900741.5643349922 exc_stim 2768
548817.634743051 exc_stim 2810
680037.9157530211 exc_stim 2825
64674.647232304895 exc_stim 2837
797602.9810442954 exc_stim 2840
327253.26664926193 exc_stim 2854
707850.1378101914 exc_stim 2862
452941.2441523278 exc_stim 2877
877398.1023149476 exc_stim 2880
74997.56150177565 exc_stim 2882
990524.9013388811 exc_stim 2882
190762.53183552626 exc_stim 2892
594372.0551884128 exc_stim 2892
867260.2827712909 exc_stim 2907
292184.56148658576 exc_stim 2911
339407.99060496537 exc_stim 2919
538716.323679938 exc_stim 2928
409302.63949340885 exc_stim 2933
473045.6446823957 exc_stim 2942
392796.76941765746 exc_stim 2959
111501.11370563185 exc_stim 2968
78914.8388503597 exc_stim 2973
422067.23951091117 exc_stim 2985
693853.0719366488 exc_stim 3029
731231.7490926556 exc_stim 3033
304913.8147391655 exc_stim 3036
538913.2203379372 exc_stim 3037
718824.7690467515 exc_stim 3037
799840.7717647082 exc_stim 3038
880959.9448688419 exc_stim 3051
851917.800794776 exc_stim 3055
900828.114400914 exc_stim 3059
745769.929654457 exc_stim 3060
653231.7355992465 exc_stim 3092
53994.97558863859 exc_stim 3093
592957.3257687418 exc_stim 3095
269151.456861592 exc_stim 3125
590018.635340795 exc_stim 3138
149026.10753106338 exc_stim 3149
385778.94317096577 exc_stim 3175
982570.0602382643 exc_stim 3176
486496.71539176395 exc_stim 3179
133187.823559925 exc_stim 3198
832114.5750043136 exc_stim 3224
80409.96615336077 exc_stim 3226
972631.655813378 exc_stim 3228
383757.6283156739 exc_stim 3244
450015.92978065147 exc_stim 3250
60974.40189894757 exc_stim 3254
723837.2169072918 exc_stim 3258
58489.57639534846 exc_stim 3259
297950.15749396756 exc_stim 3294
985055.7714098223 exc_stim 3295
471785.89863793954 exc_stim 3313
559249.8060103229 exc_stim 3316
35346.48494723293 exc_stim 3347
768868.2912311013 exc_stim 3352
606958.0301644785 exc_stim 3355
492723.7374676668 exc_stim 3356
384454.8392074968 exc_stim 3371
219399.77551274377 exc_stim 3390
752778.9423178866 exc_stim 3393
869714.26791609 exc_stim 3396
245363.8219610633 exc_stim 3418
82096.3695724046 exc_stim 3426
553773.0983095816 exc_stim 3436
277604.27985853975 exc_stim 3444
895452.0336739634 exc_stim 3461
265002.8528438745 exc_stim 3465
703648.8977104852 exc_stim 3477
405308.96045656805 exc_stim 3489
871937.3215982852 exc_stim 3499
36476.5387706754 exc_stim 3503
